"","Site_code","Month","Year","ppt_pA","tmin_pA","tmax_pA","tavg_pA","vpdmin_pA","vpdmax_pA","Month","ppt_pM","tmin_pM","tmax_pM","tavg_pM","vpdmin_pM","vpdmax_pM","ppt_cA","tmin_cA","tmax_cA","tavg_cA","cmd_cA","ppt_cM","tmin_cM","tmax_cM","tavg_cM","cmd_cM"
"1262","DC 6",2,2012,1426.2229004,9.3130007,22.4030018,15.8570004,3.9250002,21.5180016,2,57.8499985,3.4790001,15.4280005,9.4530001,1.517,11.1049995,1482,7.3,27,16.7,821,107,3.9,16.2,10.1,0
"1263","DC 6",3,2012,1426.2229004,9.3130007,22.4030018,15.8570004,3.9250002,21.5180016,3,356.2149963,4.4569998,13.7349997,9.0950003,1.153,8.2860003,1482,7.3,27,16.7,821,339,5.3,14.9,10.1,0
"1264","DC 6",4,2012,1426.2229004,9.3130007,22.4030018,15.8570004,3.9250002,21.5180016,4,176.7290039,6.7620001,18.5629997,12.6620007,1.619,13.1210003,1482,7.3,27,16.7,821,158,7.7,20.1,13.9,0
"1265","DC 6",5,2012,1426.2229004,9.3130007,22.4030018,15.8570004,3.9250002,21.5180016,5,6.0407,10.0979996,24.927,17.512001,3.4579999,23.3390007,1482,7.3,27,16.7,821,17,11.3,26.5,18.9,137
"1266","DC 6",6,2012,1426.2229004,9.3130007,22.4030018,15.8570004,3.9250002,21.5180016,6,10.6070004,12.3970003,28.3330002,20.3650017,4.8309999,30.5620003,1482,7.3,27,16.7,821,29,13.5,29.8,21.6,145
"1267","DC 6",7,2012,1426.2229004,9.3130007,22.4030018,15.8570004,3.9250002,21.5180016,7,0.615,15.9729996,32.4449997,24.2080021,7.2360001,38.4490013,1482,7.3,27,16.7,821,2,16.7,34.1,25.4,196
"1268","DC 6",8,2012,1426.2229004,9.3130007,22.4030018,15.8570004,3.9250002,21.5180016,8,0,17.927,35.0200005,26.4730015,10.6149998,47.1730003,1482,7.3,27,16.7,821,3,18.1,36,27,185
"1269","DC 6",9,2012,1426.2229004,9.3130007,22.4030018,15.8570004,3.9250002,21.5180016,9,0,15.7489996,32.0099983,23.8780003,8.9069996,37.4770012,1482,7.3,27,16.7,821,2,16.2,33.5,24.8,137
"1270","DC 6",10,2012,1426.2229004,9.3130007,22.4030018,15.8570004,3.9250002,21.5180016,10,42.6969986,11.007,24.1329994,17.5690002,4.1069999,21.3279991,1482,7.3,27,16.7,821,73,10.9,25,17.9,9
"1271","DC 6",11,2012,1426.2229004,9.3130007,22.4030018,15.8570004,3.9250002,21.5180016,11,241.3329926,7.4390001,17.1849995,12.3110008,1.237,10.2209997,1482,7.3,27,16.7,821,244,7.4,18.5,13,0
"1272","DC 6",12,2012,1426.2229004,9.3130007,22.4030018,15.8570004,3.9250002,21.5180016,12,380.7622986,3.0109999,11.5059996,7.2570004,0.381,5.302,1482,7.3,27,16.7,821,314,3,11.6,7.3,0
"1273","DC 6",1,2013,304.4980164,9.1800003,23.0860004,16.132,4.0670004,22.4360008,1,26.9220009,9.1800003,23.0860004,16.132,4.0670004,22.4360008,392,7.9,27.4,16.9,893,51,1.7,14.1,7.9,0
"1274","DC 6",2,2013,304.4980164,9.1800003,23.0860004,16.132,4.0670004,22.4360008,2,18.9869995,2.5150001,15.5979996,9.0560007,1.655,11.6569996,392,7.9,27.4,16.9,893,48,3,16.7,9.8,4
"1275","DC 6",3,2013,304.4980164,9.1800003,23.0860004,16.132,4.0670004,22.4360008,3,75.8219986,6.2550001,18.9489994,12.6010008,1.735,13.9879999,392,7.9,27.4,16.9,893,82,6.9,20.2,13.5,4
"1276","DC 6",4,2013,304.4980164,9.1800003,23.0860004,16.132,4.0670004,22.4360008,4,34.8390007,8.3549995,22.066,15.210001,2.836,18.8279991,392,7.9,27.4,16.9,893,51,9.3,23.4,16.3,67
"1277","DC 6",5,2013,304.4980164,9.1800003,23.0860004,16.132,4.0670004,22.4360008,5,18.9950008,11.0179996,24.9029999,17.960001,3.678,22.8549995,392,7.9,27.4,16.9,893,23,11.7,26.2,18.9,128
"1278","DC 6",6,2013,304.4980164,9.1800003,23.0860004,16.132,4.0670004,22.4360008,6,38.1549988,14.3529997,29.6210003,21.986002,4.599,31.4470005,392,7.9,27.4,16.9,893,32,15.2,31.3,23.2,148
"1279","DC 6",7,2013,304.4980164,9.1800003,23.0860004,16.132,4.0670004,22.4360008,7,0,18.4020004,34.5660019,26.4840012,9.8380003,43.9350014,392,7.9,27.4,16.9,893,1,18.9,36,27.4,205
"1280","DC 6",8,2013,304.4980164,9.1800003,23.0860004,16.132,4.0670004,22.4360008,8,0.474,15.8310003,31.7250004,23.7780018,7.6360002,36.9830017,392,7.9,27.4,16.9,893,2,16.5,32.9,24.7,170
"1281","DC 6",9,2013,304.4980164,9.1800003,23.0860004,16.132,4.0670004,22.4360008,9,30.4589996,13.8970003,27.9260006,20.9110012,4.994,28.2439995,392,7.9,27.4,16.9,893,39,14.2,28.8,21.5,80
"1282","DC 6",10,2013,304.4980164,9.1800003,23.0860004,16.132,4.0670004,22.4360008,10,5.2389998,9.493,23.9650002,16.7290001,5.1890001,23.5149994,392,7.9,27.4,16.9,893,11,9,24.8,16.9,74
"1283","DC 6",11,2013,304.4980164,9.1800003,23.0860004,16.132,4.0670004,22.4360008,11,42.1559982,6.3909998,19.5960007,12.993001,3.098,16.4090004,392,7.9,27.4,16.9,893,38,6.7,20.6,13.7,13
"1284","DC 6",12,2013,304.4980164,9.1800003,23.0860004,16.132,4.0670004,22.4360008,12,12.4510002,2.007,15.0909996,8.5480003,2.402,12.4720001,392,7.9,27.4,16.9,893,14,2,15.9,9,23
"1285","DC 6",1,2014,1099.5880127,10.677,23.6310005,17.1540012,4.2900004,22.6880016,1,33.5769997,10.677,23.6310005,17.1540012,4.2900004,22.6880016,1174,9.5,27.8,17.8,885,32,5.7,19.5,12.6,15
"1286","DC 6",2,2014,1099.5880127,10.677,23.6310005,17.1540012,4.2900004,22.6880016,2,283.098999,5.4289999,15.3509998,10.3890009,1.066,9.3629999,1174,9.5,27.8,17.8,885,254,5.9,15.9,10.9,0
"1287","DC 6",3,2014,1099.5880127,10.677,23.6310005,17.1540012,4.2900004,22.6880016,3,204.9940033,7.0819998,18.2210007,12.651001,2.1760001,13.2880001,1174,9.5,27.8,17.8,885,186,7.4,19,13.2,0
"1288","DC 6",4,2014,1099.5880127,10.677,23.6310005,17.1540012,4.2900004,22.6880016,4,59.2859993,7.7600002,20.9729996,14.3660011,2.1900001,17.1350002,1174,9.5,27.8,17.8,885,91,8.5,22.3,15.4,22
"1289","DC 6",5,2014,1099.5880127,10.677,23.6310005,17.1540012,4.2900004,22.6880016,5,10.8719997,11.3079996,25.875,18.5910015,4.5300002,25.9610004,1174,9.5,27.8,17.8,885,23,11.7,27.1,19.4,134
"1290","DC 6",6,2014,1099.5880127,10.677,23.6310005,17.1540012,4.2900004,22.6880016,6,0,14.033,30.5559998,22.2940006,6.4990001,35.6240005,1174,9.5,27.8,17.8,885,1,14.8,32.1,23.5,187
"1291","DC 6",7,2014,1099.5880127,10.677,23.6310005,17.1540012,4.2900004,22.6880016,7,0,18.6130009,34.2550011,26.4340019,9.1940002,42.7060013,1174,9.5,27.8,17.8,885,1,19.5,36,27.8,203
"1292","DC 6",8,2014,1099.5880127,10.677,23.6310005,17.1540012,4.2900004,22.6880016,8,2.372,17.4780006,32.1310005,24.8040009,7.6599998,36.6679993,1174,9.5,27.8,17.8,885,8,17.7,33.2,25.5,161
"1293","DC 6",9,2014,1099.5880127,10.677,23.6310005,17.1540012,4.2900004,22.6880016,9,22.3980007,15.4309998,30.2420006,22.8360004,7.2979999,33.4729996,1174,9.5,27.8,17.8,885,28,15.6,31.2,23.4,101
"1294","DC 6",10,2014,1099.5880127,10.677,23.6310005,17.1540012,4.2900004,22.6880016,10,30.4200001,11.967,25.6060009,18.7860012,4.9439998,24.5090008,1174,9.5,27.8,17.8,885,48,11.7,26.4,19.1,39
"1295","DC 6",11,2014,1099.5880127,10.677,23.6310005,17.1540012,4.2900004,22.6880016,11,127.1719971,6.9130001,17.7560005,12.3340006,1.391,11.099,1174,9.5,27.8,17.8,885,157,6.9,18.8,12.9,0
"1296","DC 6",12,2014,1099.5880127,10.677,23.6310005,17.1540012,4.2900004,22.6880016,12,325.3980103,5.9390001,13.4200001,9.6790009,0.395,5.5609999,1174,9.5,27.8,17.8,885,343,5.8,13.2,9.5,0
"1297","DC 6",1,2015,560.0780029,10.1500006,23.545002,16.8470001,4.1700001,22.5730019,1,0.764,10.1500006,23.545002,16.8470001,4.1700001,22.5730019,661,7.2,26.1,17.6,997,0,5.5,17.5,11.5,43
"1298","DC 6",2,2015,560.0780029,10.1500006,23.545002,16.8470001,4.1700001,22.5730019,2,104.5759964,6.921,18.8010006,12.861001,1.775,12.9849997,661,7.2,26.1,17.6,997,122,7.7,19.7,13.7,0
"1299","DC 6",3,2015,560.0780029,10.1500006,23.545002,16.8470001,4.1700001,22.5730019,3,19.1219997,7.862,21.1819992,14.5210009,2.411,16.3290005,661,7.2,26.1,17.6,997,17,8.6,22.6,15.6,77
"1300","DC 6",4,2015,560.0780029,10.1500006,23.545002,16.8470001,4.1700001,22.5730019,4,77.0339966,7.0430002,21.1110001,14.0770006,2.2709999,17.6210003,661,7.2,26.1,17.6,997,92,8,22.1,15,21
"1301","DC 6",5,2015,560.0780029,10.1500006,23.545002,16.8470001,4.1700001,22.5730019,5,5.2540002,9.9040003,23.7830009,16.8430004,2.4360001,20.2910004,661,7.2,26.1,17.6,997,6,10.6,24.6,17.6,137
"1302","DC 6",6,2015,560.0780029,10.1500006,23.545002,16.8470001,4.1700001,22.5730019,6,5.5159998,15.5649996,31.9529991,23.7580013,6.9239998,37.3650017,661,7.2,26.1,17.6,997,12,16.6,33.4,25,181
"1303","DC 6",7,2015,560.0780029,10.1500006,23.545002,16.8470001,4.1700001,22.5730019,7,1.248,17.8080006,32.5719986,25.1890011,8.1540003,37.8310013,661,7.2,26.1,17.6,997,4,18.3,33.9,26.1,188
"1304","DC 6",8,2015,560.0780029,10.1500006,23.545002,16.8470001,4.1700001,22.5730019,8,0,16.7830009,32.5110016,24.6470013,8.6029997,38.9039993,661,7.2,26.1,17.6,997,2,17,34.1,25.6,177
"1305","DC 6",9,2015,560.0780029,10.1500006,23.545002,16.8470001,4.1700001,22.5730019,9,2.6670001,15.3979998,30.6229992,23.0090008,9.0909996,36.8769989,661,7.2,26.1,17.6,997,10,15.7,31.4,23.6,119
"1306","DC 6",10,2015,560.0780029,10.1500006,23.545002,16.8470001,4.1700001,22.5730019,10,11.8470001,13.1230001,26.2740002,19.6980019,5.0900002,24.9629993,661,7.2,26.1,17.6,997,35,12.8,27.5,20.1,54
"1307","DC 6",11,2015,560.0780029,10.1500006,23.545002,16.8470001,4.1700001,22.5730019,11,101.5800018,4.099,15.7910004,9.9440002,1.432,10.7510004,661,7.2,26.1,17.6,997,158,4,16.3,10.1,0
"1308","DC 6",12,2015,560.0780029,10.1500006,23.545002,16.8470001,4.1700001,22.5730019,12,230.470993,2.5179999,11.3920002,6.9540005,0.525,5.8779998,661,7.2,26.1,17.6,997,204,2.7,11.6,7.2,0
"1309","DC 6",1,2016,1375.842041,9.8030005,22.6650009,16.2340012,3.7470002,21.1060009,1,314.1090088,9.8030005,22.6650009,16.2340012,3.7470002,21.1060009,1397,7.9,26.3,16.9,842,282,4.2,12.6,8.4,0
"1310","DC 6",2,2016,1375.842041,9.8030005,22.6650009,16.2340012,3.7470002,21.1060009,2,50.7649994,5.8860002,18.3390007,12.1120005,1.964,13.8000002,1397,7.9,26.3,16.9,842,71,6.5,19.3,12.9,0
"1311","DC 6",3,2016,1375.842041,9.8030005,22.6650009,16.2340012,3.7470002,21.1060009,3,341.2690125,6.3540001,16.7000008,11.5270004,0.981,9.9689999,1397,7.9,26.3,16.9,842,336,6.9,17.5,12.2,0
"1312","DC 6",4,2016,1375.842041,9.8030005,22.6650009,16.2340012,3.7470002,21.1060009,4,45.4160004,8.2939997,21.3740005,14.8330011,2.0369999,16.0170002,1397,7.9,26.3,16.9,842,76,9,22.4,15.7,37
"1313","DC 6",5,2016,1375.842041,9.8030005,22.6650009,16.2340012,3.7470002,21.1060009,5,30.3829994,10.7810001,23.8770008,17.3290005,2.6229999,19.9820004,1397,7.9,26.3,16.9,842,40,11.6,25.2,18.4,104
"1314","DC 6",6,2016,1375.842041,9.8030005,22.6650009,16.2340012,3.7470002,21.1060009,6,0.682,14.8030005,30.9200001,22.861002,6.1430001,35.8059998,1397,7.9,26.3,16.9,842,3,15.1,32.3,23.7,185
"1315","DC 6",7,2016,1375.842041,9.8030005,22.6650009,16.2340012,3.7470002,21.1060009,7,0,16.5820007,33.6040001,25.0930004,9.8999996,42.9189987,1397,7.9,26.3,16.9,842,1,17.5,35.1,26.3,204
"1316","DC 6",8,2016,1375.842041,9.8030005,22.6650009,16.2340012,3.7470002,21.1060009,8,0,16.5919991,33.3230019,24.9570007,9.2620001,41.4090004,1397,7.9,26.3,16.9,842,1,16.9,34.8,25.8,182
"1317","DC 6",9,2016,1375.842041,9.8030005,22.6650009,16.2340012,3.7470002,21.1060009,9,0,14.0120001,30.0020008,22.0070019,7.3299999,34.1290016,1397,7.9,26.3,16.9,842,1,14.6,31.1,22.8,130
"1318","DC 6",10,2016,1375.842041,9.8030005,22.6650009,16.2340012,3.7470002,21.1060009,10,219.3379974,10.309,21.3579998,15.8330011,2.546,16.184,1397,7.9,26.3,16.9,842,212,10.4,21.8,16.1,0
"1319","DC 6",11,2016,1375.842041,9.8030005,22.6650009,16.2340012,3.7470002,21.1060009,11,134.9850006,6.9569998,17.566,12.2610006,1.159,11.0979996,1397,7.9,26.3,16.9,842,142,7,18.4,12.7,0
"1320","DC 6",12,2016,1375.842041,9.8030005,22.6650009,16.2340012,3.7470002,21.1060009,12,238.8950043,2.5109999,12.4499998,7.4800005,0.567,6.52,1397,7.9,26.3,16.9,842,233,2.9,13,7.9,0
"1321","DC 6",1,2021,1028.7214355,9.7328997,23.3106995,16.5216999,3.9945998,24.0207996,1,134.377594,9.7328997,23.3106995,16.5216999,3.9945998,24.0207996,1070,7.7,28.4,17.2,969,150,3.8,14.4,9.1,0
"1322","DC 6",2,2021,1028.7214355,9.7328997,23.3106995,16.5216999,3.9945998,24.0207996,2,74.9768982,3.7336998,15.4738998,9.6036997,1.4627999,10.8332996,1070,7.7,28.4,17.2,969,93,4.1,16.1,10.1,0
"1323","DC 6",3,2021,1028.7214355,9.7328997,23.3106995,16.5216999,3.9945998,24.0207996,3,98.7099991,3.7625999,15.9871998,9.8747997,1.7558999,12.2319994,1070,7.7,28.4,17.2,969,126,4.1,17.1,10.6,0
"1324","DC 6",4,2021,1028.7214355,9.7328997,23.3106995,16.5216999,3.9945998,24.0207996,4,7.9291,7.1178999,22.6644993,14.8910999,2.632,20.7936993,1070,7.7,28.4,17.2,969,24,8.1,23.6,15.8,97
"1325","DC 6",5,2021,1028.7214355,9.7328997,23.3106995,16.5216999,3.9945998,24.0207996,5,1.6052999,10.6321993,26.8512001,18.7416,3.7932999,28.0452995,1070,7.7,28.4,17.2,969,2,11.7,27.9,19.8,162
"1326","DC 6",6,2021,1028.7214355,9.7328997,23.3106995,16.5216999,3.9945998,24.0207996,6,0,15.6337996,32.5793991,24.1064987,6.2273998,40.967598,1070,7.7,28.4,17.2,969,3,16,33.7,24.9,194
"1327","DC 6",7,2021,1028.7214355,9.7328997,23.3106995,16.5216999,3.9945998,24.0207996,7,0,19.1539001,36.0814972,27.6175995,9.9531994,50.5298996,1070,7.7,28.4,17.2,969,1,19.7,37.1,28.4,212
"1328","DC 6",8,2021,1028.7214355,9.7328997,23.3106995,16.5216999,3.9945998,24.0207996,8,0,17.6357002,33.9595985,25.7975998,8.6885996,43.3550987,1070,7.7,28.4,17.2,969,1,18.1,35.2,26.7,182
"1329","DC 6",9,2021,1028.7214355,9.7328997,23.3106995,16.5216999,3.9945998,24.0207996,9,14.2659998,15.3469,31.8416996,23.5942001,6.8904996,39.2793999,1070,7.7,28.4,17.2,969,14,15.8,32.8,24.3,122
"1330","DC 6",10,2021,1028.7214355,9.7328997,23.3106995,16.5216999,3.9945998,24.0207996,10,309.2180786,9.6915998,21.3892994,15.5403996,3.2723,17.0935001,1070,7.7,28.4,17.2,969,237,9.4,22,15.7,0
"1331","DC 6",11,2021,1028.7214355,9.7328997,23.3106995,16.5216999,3.9945998,24.0207996,11,52.085598,7.1002998,18.0100994,12.5550995,1.2111,10.6573,1070,7.7,28.4,17.2,969,76,7.7,19.9,13.8,0
"1332","DC 6",12,2021,1028.7214355,9.7328997,23.3106995,16.5216999,3.9945998,24.0207996,12,335.5529785,3.1478999,11.1082001,7.1279998,0.6655006,5.8966999,1070,7.7,28.4,17.2,969,345,3.4,12,7.7,0
"1333","DC 6",1,2022,747.2323608,9.8395996,23.5774994,16.7084999,4.8958001,24.5137997,1,27.5252991,9.8395996,23.5774994,16.7084999,4.8958001,24.5137997,846,7.3,27.4,17.2,947,19,3.8,16.6,10.2,23
"1334","DC 6",2,2022,747.2323608,9.8395996,23.5774994,16.7084999,4.8958001,24.5137997,2,1.553,3.5060999,18.0956001,10.8007994,2.8852003,16.1464005,846,7.3,27.4,17.2,947,6,4.2,18.9,11.6,52
"1335","DC 6",3,2022,747.2323608,9.8395996,23.5774994,16.7084999,4.8958001,24.5137997,3,36.4937973,6.4006996,19.882,13.1412992,2.2737997,16.224699,846,7.3,27.4,17.2,947,70,6.6,20.5,13.6,18
"1336","DC 6",4,2022,747.2323608,9.8395996,23.5774994,16.7084999,4.8958001,24.5137997,4,134.1499939,6.5752997,19.5814991,13.0782995,2.0047002,16.469799,846,7.3,27.4,17.2,947,136,7,20.4,13.7,0
"1337","DC 6",5,2022,747.2323608,9.8395996,23.5774994,16.7084999,4.8958001,24.5137997,5,5.1036997,9.4289999,24.0481987,16.7384987,4.0964999,23.7803993,846,7.3,27.4,17.2,947,21,10.1,25.7,17.9,131
"1338","DC 6",6,2022,747.2323608,9.8395996,23.5774994,16.7084999,4.8958001,24.5137997,6,23.6147003,15.0118999,29.921299,22.4664993,7.2005997,34.6641998,846,7.3,27.4,17.2,947,30,15.2,31.1,23.1,149
"1339","DC 6",7,2022,747.2323608,9.8395996,23.5774994,16.7084999,4.8958001,24.5137997,7,0,17.8079987,33.9589005,25.8834,9.9067011,44.1329002,846,7.3,27.4,17.2,947,0,18.3,35.4,26.9,204
"1340","DC 6",8,2022,747.2323608,9.8395996,23.5774994,16.7084999,4.8958001,24.5137997,8,0,18.8034992,34.6282005,26.7157993,10.2645988,44.8111992,846,7.3,27.4,17.2,947,3,18.7,36.1,27.4,185
"1341","DC 6",9,2022,747.2323608,9.8395996,23.5774994,16.7084999,4.8958001,24.5137997,9,33.1693001,17.1914997,31.8500996,24.5206985,9.1288996,39.6213989,846,7.3,27.4,17.2,947,40,17,32.4,24.7,92
"1342","DC 6",10,2022,747.2323608,9.8395996,23.5774994,16.7084999,4.8958001,24.5137997,10,0,12.5118999,27.3962994,19.9539986,6.5584998,28.9654999,846,7.3,27.4,17.2,947,1,12.5,28.3,20.4,93
"1343","DC 6",11,2022,747.2323608,9.8395996,23.5774994,16.7084999,4.8958001,24.5137997,11,101.4182968,3.9441998,15.7782993,9.8611994,2.2088001,11.9954996,846,7.3,27.4,17.2,947,156,3.4,16.1,9.8,0
"1344","DC 6",12,2022,747.2323608,9.8395996,23.5774994,16.7084999,4.8958001,24.5137997,12,384.2043762,3.2919998,11.6365995,7.4642,0.5593,5.5608997,846,7.3,27.4,17.2,947,366,2.8,11.8,7.3,0
"1345","DC 8",1,2003,785.375061,10.1210003,22.901001,16.5110016,3.085,20.0930004,1,82.7269974,10.1210003,22.901001,16.5110016,3.085,20.0930004,815,8.2,28.3,16.8,901,86,6.4,15.8,11.1,0
"1346","DC 8",2,2003,785.375061,10.1210003,22.901001,16.5110016,3.085,20.0930004,2,51.6580009,4.4439998,15.3299999,9.8860006,1.0140001,8.5900002,815,8.2,28.3,16.8,901,63,4,15.6,9.8,0
"1347","DC 8",3,2003,785.375061,10.1210003,22.901001,16.5110016,3.085,20.0930004,3,89.0439987,6.2340002,18.0259991,12.1290007,1.125,10.9300003,815,8.2,28.3,16.8,901,100,6.5,19,12.8,0
"1348","DC 8",4,2003,785.375061,10.1210003,22.901001,16.5110016,3.085,20.0930004,4,139.0870056,6.086,16.0370007,11.0610008,0.861,8.8780003,815,8.2,28.3,16.8,901,148,5.4,15.8,10.6,0
"1349","DC 8",5,2003,785.375061,10.1210003,22.901001,16.5110016,3.085,20.0930004,5,52.2770004,9.8039999,24.1210003,16.9619999,1.527,18.684,815,8.2,28.3,16.8,901,45,10.6,25.5,18,104
"1350","DC 8",6,2003,785.375061,10.1210003,22.901001,16.5110016,3.085,20.0930004,6,0,14.1230001,31.0380001,22.5800018,3.5409999,31.3829994,815,8.2,28.3,16.8,901,1,14.8,32.3,23.6,189
"1351","DC 8",7,2003,785.375061,10.1210003,22.901001,16.5110016,3.085,20.0930004,7,0,19.2099991,35.6619987,27.4350014,9.5240002,45.6870003,815,8.2,28.3,16.8,901,0,19,37.7,28.3,219
"1352","DC 8",8,2003,785.375061,10.1210003,22.901001,16.5110016,3.085,20.0930004,8,40.3289986,16.4179993,31.7460003,24.0810013,4.7420001,33.7480011,815,8.2,28.3,16.8,901,12,16.2,32.9,24.5,160
"1353","DC 8",9,2003,785.375061,10.1210003,22.901001,16.5110016,3.085,20.0930004,9,0,15.5760002,31.6919994,23.6340008,6.6069999,35.2879982,815,8.2,28.3,16.8,901,1,16,33.3,24.7,138
"1354","DC 8",10,2003,785.375061,10.1210003,22.901001,16.5110016,3.085,20.0930004,10,1.336,12.7030001,28.1019993,20.4020004,6.54,28.8589993,815,8.2,28.3,16.8,901,7,12.2,29.2,20.7,91
"1355","DC 8",11,2003,785.375061,10.1210003,22.901001,16.5110016,3.085,20.0930004,11,102.9380035,5.1760001,14.9969997,10.0860004,0.806,7.908,815,8.2,28.3,16.8,901,88,4.3,15.2,9.8,0
"1356","DC 8",12,2003,785.375061,10.1210003,22.901001,16.5110016,3.085,20.0930004,12,225.9790039,5.3530002,13.0860004,9.2190008,0.439,5.6230001,815,8.2,28.3,16.8,901,263,4.3,12.1,8.2,0
"1357","DC 8",1,2004,683.7030029,10.026,22.979002,16.5020008,3.4030001,20.7720013,1,90.2679977,10.026,22.979002,16.5020008,3.4030001,20.7720013,773,7.5,26.5,16.8,1011,97,2.9,12.1,7.5,0
"1358","DC 8",2,2004,683.7030029,10.026,22.979002,16.5020008,3.4030001,20.7720013,2,181.5160065,5.072,14.0080004,9.5400009,0.8,NA,773,7.5,26.5,16.8,1011,228,4.2,13.6,8.9,0
"1359","DC 8",3,2004,683.7030029,10.026,22.979002,16.5020008,3.4030001,20.7720013,3,35.7210007,8.9309998,22.0610008,15.4950008,2.4590001,NA,773,7.5,26.5,16.8,1011,33,9,23,16,63
"1360","DC 8",4,2004,683.7030029,10.026,22.979002,16.5020008,3.4030001,20.7720013,4,9.559,9.0279999,22.5690002,15.7980003,3.0179999,NA,773,7.5,26.5,16.8,1011,15,9.2,23.1,16.1,101
"1361","DC 8",5,2004,683.7030029,10.026,22.979002,16.5020008,3.4030001,20.7720013,5,5.9970002,10.4849997,25.5669994,18.0250015,2.4579999,NA,773,7.5,26.5,16.8,1011,10,10.8,26.7,18.7,147
"1362","DC 8",6,2004,683.7030029,10.026,22.979002,16.5020008,3.4030001,20.7720013,6,0,13.9820004,30.7089996,22.3450012,3.9909999,NA,773,7.5,26.5,16.8,1011,1,14.5,31.9,23.2,186
"1363","DC 8",7,2004,683.7030029,10.026,22.979002,16.5020008,3.4030001,20.7720013,7,0,16.9909992,33.2260017,25.1080017,6.599,NA,773,7.5,26.5,16.8,1011,1,17.4,35.6,26.5,208
"1364","DC 8",8,2004,683.7030029,10.026,22.979002,16.5020008,3.4030001,20.7720013,8,0,16.3670006,32.8300018,24.5980015,6.98,NA,773,7.5,26.5,16.8,1011,1,16.8,34.4,25.6,180
"1365","DC 8",9,2004,683.7030029,10.026,22.979002,16.5020008,3.4030001,20.7720013,9,7.3429999,14.802,30.3719997,22.5870018,8.6709995,NA,773,7.5,26.5,16.8,1011,6,14.2,31.3,22.8,126
"1366","DC 8",10,2004,683.7030029,10.026,22.979002,16.5020008,3.4030001,20.7720013,10,107.5479965,11.2700005,22.7360001,17.0030003,3.8399999,NA,773,7.5,26.5,16.8,1011,125,9.8,23,16.4,0
"1367","DC 8",11,2004,683.7030029,10.026,22.979002,16.5020008,3.4030001,20.7720013,11,78.887001,5.6469998,16.1860008,10.9160004,0.879,NA,773,7.5,26.5,16.8,1011,71,5.3,17,11.1,0
"1368","DC 8",12,2004,683.7030029,10.026,22.979002,16.5020008,3.4030001,20.7720013,12,166.8639984,4.0380001,13.7250004,8.8810005,0.701,NA,773,7.5,26.5,16.8,1011,185,4.4,14,9.2,0
"1369","DC 8",1,2005,1011.3540649,10.1580009,22.526001,16.3410015,2.6810002,19.1290016,1,136.5059967,10.1580009,22.526001,16.3410015,2.6810002,19.1290016,993,8.2,28.4,16.6,821,155,4,12.4,8.2,0
"1370","DC 8",2,2005,1011.3540649,10.1580009,22.526001,16.3410015,2.6810002,19.1290016,2,73.3180008,6.7449999,16.0839996,11.4140005,0.878,7.8649998,993,8.2,28.4,16.6,821,95,6.3,16.3,11.3,0
"1371","DC 8",3,2005,1011.3540649,10.1580009,22.526001,16.3410015,2.6810002,19.1290016,3,167.8209991,7.434,18.5990009,13.0160007,1.273,11.8649998,993,8.2,28.4,16.6,821,155,7.2,18.8,13,0
"1372","DC 8",4,2005,1011.3540649,10.1580009,22.526001,16.3410015,2.6810002,19.1290016,4,36.5970001,6.7690001,19.1350002,12.9520006,1.176,12.6190004,993,8.2,28.4,16.6,821,51,6.7,19.8,13.2,53
"1373","DC 8",5,2005,1011.3540649,10.1580009,22.526001,16.3410015,2.6810002,19.1290016,5,97.0329971,11.0570002,23.1720009,17.1140003,1.223,16.0760002,993,8.2,28.4,16.6,821,82,11,24,17.5,55
"1374","DC 8",6,2005,1011.3540649,10.1580009,22.526001,16.3410015,2.6810002,19.1290016,6,25.6760006,11.7910004,26.5429993,19.1660004,1.619,23.7560005,993,8.2,28.4,16.6,821,33,12.1,27.5,19.8,129
"1375","DC 8",7,2005,1011.3540649,10.1580009,22.526001,16.3410015,2.6810002,19.1290016,7,0,19.0230007,35.5909996,27.3070011,6.4580002,42.4199982,993,8.2,28.4,16.6,821,0,19.3,37.6,28.4,218
"1376","DC 8",8,2005,1011.3540649,10.1580009,22.526001,16.3410015,2.6810002,19.1290016,8,0,17.9389992,34.5870018,26.262001,8.5450001,43.0180016,993,8.2,28.4,16.6,821,1,17.7,35.8,26.7,188
"1377","DC 8",9,2005,1011.3540649,10.1580009,22.526001,16.3410015,2.6810002,19.1290016,9,4.9689999,12.9239998,28.7549992,20.8380013,4.8660002,29.7959995,993,8.2,28.4,16.6,821,7,12.9,29.5,21.2,119
"1378","DC 8",10,2005,1011.3540649,10.1580009,22.526001,16.3410015,2.6810002,19.1290016,10,24.2590008,11.2930002,24.1089993,17.7000008,3.79,20.0529995,993,8.2,28.4,16.6,821,25,10.1,24.8,17.5,59
"1379","DC 8",11,2005,1011.3540649,10.1580009,22.526001,16.3410015,2.6810002,19.1290016,11,72.2080002,7.6830001,18.9960003,13.3390007,1.669,12.6289997,993,8.2,28.4,16.6,821,89,7,19.5,13.3,0
"1380","DC 8",12,2005,1011.3540649,10.1580009,22.526001,16.3410015,2.6810002,19.1290016,12,372.9679871,5.4720001,13.5970001,9.5340004,0.356,5.3769999,993,8.2,28.4,16.6,821,301,5.2,13.7,9.4,0
