"","Site_code","Month","WY","ppt_pM","tmax_pM","tmin_pM","tavg_pM","vpdmin_pM","vpdmax_pM","tmax_cM","tmin_cM","tavg_cM","ppt_cM","cmd_cM","ppt_pA","tmax_pA","tmin_pA","tavg_pA","vpdmin_pA","vpdmax_pA","ppt_cA","tmax_cA","tmin_cA","tavg_cA","cmd_cA"
"1490","DC 6",11,2007,100.9550018,16.1110001,5.355,10.7330008,0.68,8.7849998,17,6,11.5,92,0,60.8136671,22.6563333666667,8.26683371666667,15.4611674166667,3.350249975,21.6375835583333,55.8333333333333,23.7333333333333,9.35833333333333,16.5416666666667,84
"1491","DC 6",12,2007,169.5140076,13.3959999,2.8650002,8.1300001,1.147,8.7880001,13.6,3.4,8.5,150,0,60.8136671,22.6563333666667,8.26683371666667,15.4611674166667,3.350249975,21.6375835583333,55.8333333333333,23.7333333333333,9.35833333333333,16.5416666666667,84
"1492","DC 6",1,2007,26.8810005,14.1300001,-0.01,7.0600004,1.625,11.2700005,14.7,1.3,8,18,22,60.8136671,22.6563333666667,8.26683371666667,15.4611674166667,3.350249975,21.6375835583333,55.8333333333333,23.7333333333333,9.35833333333333,16.5416666666667,84
"1493","DC 6",2,2007,273.3059998,14.0909996,4.0350003,9.0620003,0.897,8.3179998,14.9,4.8,9.9,259,0,60.8136671,22.6563333666667,8.26683371666667,15.4611674166667,3.350249975,21.6375835583333,55.8333333333333,23.7333333333333,9.35833333333333,16.5416666666667,84
"1494","DC 6",3,2007,25.0569992,20.4810009,6.1350002,13.3080006,1.9,16.0349998,21.9,7.3,14.6,24,70,60.8136671,22.6563333666667,8.26683371666667,15.4611674166667,3.350249975,21.6375835583333,55.8333333333333,23.7333333333333,9.35833333333333,16.5416666666667,84
"1495","DC 6",4,2007,73.3259964,20.6229992,6.2750001,13.4480009,1.806,15.9460001,21.8,7.6,14.7,68,45,60.8136671,22.6563333666667,8.26683371666667,15.4611674166667,3.350249975,21.6375835583333,55.8333333333333,23.7333333333333,9.35833333333333,16.5416666666667,84
"1496","DC 6",5,2007,33.9109993,25.8619995,9.9350004,17.8980007,3.5280001,24.9629993,27.1,11.3,19.2,24,135,60.8136671,22.6563333666667,8.26683371666667,15.4611674166667,3.350249975,21.6375835583333,55.8333333333333,23.7333333333333,9.35833333333333,16.5416666666667,84
"1497","DC 6",6,2007,1.229,29.6720009,12.651001,21.1610012,4.638,33.0369987,31.1,14,22.5,7,176,60.8136671,22.6563333666667,8.26683371666667,15.4611674166667,3.350249975,21.6375835583333,55.8333333333333,23.7333333333333,9.35833333333333,16.5416666666667,84
"1498","DC 6",7,2007,0.31,33.2420006,16.0270004,24.6340008,6.9419999,40.4410019,35,17.5,26.3,2,201,60.8136671,22.6563333666667,8.26683371666667,15.4611674166667,3.350249975,21.6375835583333,55.8333333333333,23.7333333333333,9.35833333333333,16.5416666666667,84
"1499","DC 6",8,2007,0,33.4379997,15.5970011,24.5170021,8.5299997,42.4000015,34.6,17,25.8,1,181,60.8136671,22.6563333666667,8.26683371666667,15.4611674166667,3.350249975,21.6375835583333,55.8333333333333,23.7333333333333,9.35833333333333,16.5416666666667,84
"1500","DC 6",9,2007,18.8390007,27.4200001,12.1000004,19.7600002,4.744,28.2630005,28.7,13,20.8,19,101,60.8136671,22.6563333666667,8.26683371666667,15.4611674166667,3.350249975,21.6375835583333,55.8333333333333,23.7333333333333,9.35833333333333,16.5416666666667,84
"1501","DC 6",10,2008,78.3040009,21.2849998,8.5670004,14.9260006,2.076,16.3220005,22.3,9.2,15.7,73,2,61.0703333166667,22.610917,8.35166693333333,15.481000875,3.99633331666667,22.563666875,58.25,23.55,9.325,16.425,86.6666666666667
"1502","DC 6",11,2008,37.0670013,20.5330009,6.2890005,13.4110003,2.171,15.7790003,21.1,6.9,14,26,26,61.0703333166667,22.610917,8.35166693333333,15.481000875,3.99633331666667,22.563666875,58.25,23.55,9.325,16.425,86.6666666666667
"1503","DC 6",12,2008,194.9589996,11.5050001,1.404,6.4540005,0.614,6.599,11.7,2,6.8,151,0,61.0703333166667,22.610917,8.35166693333333,15.481000875,3.99633331666667,22.563666875,58.25,23.55,9.325,16.425,86.6666666666667
"1504","DC 6",1,2008,231.3470001,10.073,1.503,5.7870002,0.47,5.9710002,11,2.1,6.5,266,0,61.0703333166667,22.610917,8.35166693333333,15.481000875,3.99633331666667,22.563666875,58.25,23.55,9.325,16.425,86.6666666666667
"1505","DC 6",2,2008,142.6289978,14.1590004,2.7030001,8.4310007,1.054,9.6029997,15.3,3.6,9.4,134,0,61.0703333166667,22.610917,8.35166693333333,15.481000875,3.99633331666667,22.563666875,58.25,23.55,9.325,16.425,86.6666666666667
"1506","DC 6",3,2008,34.743,18.0289993,4.441,11.2340002,1.689,13.8570004,18.8,5.2,12,28,55,61.0703333166667,22.610917,8.35166693333333,15.481000875,3.99633331666667,22.563666875,58.25,23.55,9.325,16.425,86.6666666666667
"1507","DC 6",4,2008,6.2490001,20.2849998,4.6950002,12.4900007,2.576,18.316,21,6,13.5,9,102,61.0703333166667,22.610917,8.35166693333333,15.481000875,3.99633331666667,22.563666875,58.25,23.55,9.325,16.425,86.6666666666667
"1508","DC 6",5,2008,7.546,25.1340008,9.9720001,17.5530014,4.1139998,24.2019997,26.4,11.5,18.9,8,145,61.0703333166667,22.610917,8.35166693333333,15.481000875,3.99633331666667,22.563666875,58.25,23.55,9.325,16.425,86.6666666666667
"1509","DC 6",6,2008,0,30.4169998,13.1050005,21.7610016,6.4860001,35.0900002,31.7,14.6,23.2,1,185,61.0703333166667,22.610917,8.35166693333333,15.481000875,3.99633331666667,22.563666875,58.25,23.55,9.325,16.425,86.6666666666667
"1510","DC 6",7,2008,0,33.8800011,16.566,25.2230015,7.8829999,41.9109993,35.5,17.9,26.7,1,206,61.0703333166667,22.610917,8.35166693333333,15.481000875,3.99633331666667,22.563666875,58.25,23.55,9.325,16.425,86.6666666666667
"1511","DC 6",8,2008,0,34.3240013,16.9290009,25.6260014,9.7790003,43.9490013,35.1,17.7,26.4,1,182,61.0703333166667,22.610917,8.35166693333333,15.481000875,3.99633331666667,22.563666875,58.25,23.55,9.325,16.425,86.6666666666667
"1512","DC 6",9,2008,0,31.7070007,14.0460005,22.8760014,9.0439997,39.1650009,32.7,15.2,24,1,137,61.0703333166667,22.610917,8.35166693333333,15.481000875,3.99633331666667,22.563666875,58.25,23.55,9.325,16.425,86.6666666666667
"1513","DC 6",10,2009,42.8110008,25.6329994,10.0600004,17.8460007,5.2820001,25.8969994,26.1,10.7,18.4,52,36,68.1902507916667,22.7451663,9.113083775,15.9285840083333,4.21049999166667,22.556666575,72.75,23.8083333333333,9.78333333333333,16.8,70.0833333333333
"1514","DC 6",11,2009,98.9110031,19.2509995,7.2550001,13.2520008,1.4630001,12.8330002,20,7.8,13.9,81,0,68.1902507916667,22.7451663,9.113083775,15.9285840083333,4.21049999166667,22.556666575,72.75,23.8083333333333,9.78333333333333,16.8,70.0833333333333
"1515","DC 6",12,2009,127.1989975,11.1520004,0.6670001,5.9090004,0.364,6.9190001,12.2,1.8,7,126,0,68.1902507916667,22.7451663,9.113083775,15.9285840083333,4.21049999166667,22.556666575,72.75,23.8083333333333,9.78333333333333,16.8,70.0833333333333
"1516","DC 6",1,2009,62.5009995,15.9090004,3.6960001,9.802,2.536,13.1260004,16.5,4.1,10.3,79,0,68.1902507916667,22.7451663,9.113083775,15.9285840083333,4.21049999166667,22.556666575,72.75,23.8083333333333,9.78333333333333,16.8,70.0833333333333
"1517","DC 6",2,2009,185.0570068,13.5389996,3.7330003,8.6350002,1.4119999,9.3310003,14,4,9,247,0,68.1902507916667,22.7451663,9.113083775,15.9285840083333,4.21049999166667,22.556666575,72.75,23.8083333333333,9.78333333333333,16.8,70.0833333333333
"1518","DC 6",3,2009,135.5220032,16.382,4.2090001,10.2950001,1.999,12.5749998,17.1,4.7,10.9,139,0,68.1902507916667,22.7451663,9.113083775,15.9285840083333,4.21049999166667,22.556666575,72.75,23.8083333333333,9.78333333333333,16.8,70.0833333333333
"1519","DC 6",4,2009,28.4449997,19.6900005,5.7980003,12.7440004,3.2739999,17.6870003,20.8,6.7,13.8,39,70,68.1902507916667,22.7451663,9.113083775,15.9285840083333,4.21049999166667,22.556666575,72.75,23.8083333333333,9.78333333333333,16.8,70.0833333333333
"1520","DC 6",5,2009,114.9039993,25.8929996,11.7440004,18.8180008,3.8139999,24.0330009,27.4,12.9,20.1,84,71,68.1902507916667,22.7451663,9.113083775,15.9285840083333,4.21049999166667,22.556666575,72.75,23.8083333333333,9.78333333333333,16.8,70.0833333333333
"1521","DC 6",6,2009,18.3689995,27.1889992,12.795001,19.9920006,3.6700001,26.0599995,29,13.7,21.4,16,152,68.1902507916667,22.7451663,9.113083775,15.9285840083333,4.21049999166667,22.556666575,72.75,23.8083333333333,9.78333333333333,16.8,70.0833333333333
"1522","DC 6",7,2009,0,34.1279984,17.2160015,25.6710014,9.3940001,43.8289986,35.6,17.8,26.7,1,207,68.1902507916667,22.7451663,9.113083775,15.9285840083333,4.21049999166667,22.556666575,72.75,23.8083333333333,9.78333333333333,16.8,70.0833333333333
"1523","DC 6",8,2009,0,32.5159988,16.3959999,24.4550018,8.3369999,39.8199997,33.8,17,25.4,1,175,68.1902507916667,22.7451663,9.113083775,15.9285840083333,4.21049999166667,22.556666575,72.75,23.8083333333333,9.78333333333333,16.8,70.0833333333333
"1524","DC 6",9,2009,4.5640001,31.6599998,15.7880011,23.7240009,8.9809999,38.5699997,33.2,16.2,24.7,8,130,68.1902507916667,22.7451663,9.113083775,15.9285840083333,4.21049999166667,22.556666575,72.75,23.8083333333333,9.78333333333333,16.8,70.0833333333333
"1525","DC 6",10,2010,70.435997,21.3929996,8.9510002,15.1710005,3.112,16.618,22.7,9.3,16,94,0,80.3229992166667,20.8920002083333,8.45608356666667,14.6735840333333,2.91775004166667,18.33566665,79.5,21.9916666666667,8.99166666666667,15.5083333333333,61.25
"1526","DC 6",11,2010,49.4580002,17.3880005,5.4710002,11.4290009,1.513,12.1929998,18.8,5.7,12.3,46,2,80.3229992166667,20.8920002083333,8.45608356666667,14.6735840333333,2.91775004166667,18.33566665,79.5,21.9916666666667,8.99166666666667,15.5083333333333,61.25
"1527","DC 6",12,2010,138.2339935,11.6619997,1.9520001,6.8060002,0.764,6.5349998,12,2.4,7.2,127,0,80.3229992166667,20.8920002083333,8.45608356666667,14.6735840333333,2.91775004166667,18.33566665,79.5,21.9916666666667,8.99166666666667,15.5083333333333,61.25
"1528","DC 6",1,2010,234.9049988,12.2449999,4.3430004,8.2940006,0.58,5.8990002,13,4.8,8.9,223,0,80.3229992166667,20.8920002083333,8.45608356666667,14.6735840333333,2.91775004166667,18.33566665,79.5,21.9916666666667,8.99166666666667,15.5083333333333,61.25
"1529","DC 6",2,2010,115.560997,13.9770002,4.9580002,9.467,0.613,6.9130001,14.7,5.3,10,127,0,80.3229992166667,20.8920002083333,8.45608356666667,14.6735840333333,2.91775004166667,18.33566665,79.5,21.9916666666667,8.99166666666667,15.5083333333333,61.25
"1530","DC 6",3,2010,96.1070023,16.2199993,4.4970002,10.3580008,1.359,11.2779999,17.2,5,11.1,99,0,80.3229992166667,20.8920002083333,8.45608356666667,14.6735840333333,2.91775004166667,18.33566665,79.5,21.9916666666667,8.99166666666667,15.5083333333333,61.25
"1531","DC 6",4,2010,180.7160034,15.6479998,5.0310001,10.3390007,0.954,10.0030003,16.7,5.6,11.2,171,0,80.3229992166667,20.8920002083333,8.45608356666667,14.6735840333333,2.91775004166667,18.33566665,79.5,21.9916666666667,8.99166666666667,15.5083333333333,61.25
"1532","DC 6",5,2010,75.9889984,19.7000008,6.8730001,13.2860003,1.8150001,14.9259996,21,7.8,14.4,59,68,80.3229992166667,20.8920002083333,8.45608356666667,14.6735840333333,2.91775004166667,18.33566665,79.5,21.9916666666667,8.99166666666667,15.5083333333333,61.25
"1533","DC 6",6,2010,1.347,27.7320004,13.3570004,20.5440006,3.4349999,25.8710003,29.1,14.2,21.7,4,163,80.3229992166667,20.8920002083333,8.45608356666667,14.6735840333333,2.91775004166667,18.33566665,79.5,21.9916666666667,8.99166666666667,15.5083333333333,61.25
"1534","DC 6",7,2010,0,33.1640015,16.757,24.960001,6.3140001,38.2089996,35,17.7,26.4,1,202,80.3229992166667,20.8920002083333,8.45608356666667,14.6735840333333,2.91775004166667,18.33566665,79.5,21.9916666666667,8.99166666666667,15.5083333333333,61.25
"1535","DC 6",8,2010,1.123,31.5450001,15.1850004,23.3650017,7.3660002,37.4659996,32.6,15.6,24.1,1,171,80.3229992166667,20.8920002083333,8.45608356666667,14.6735840333333,2.91775004166667,18.33566665,79.5,21.9916666666667,8.99166666666667,15.5083333333333,61.25
"1536","DC 6",9,2010,0,30.0300007,14.0980005,22.0640011,7.1880002,34.1170006,31.1,14.5,22.8,2,129,80.3229992166667,20.8920002083333,8.45608356666667,14.6735840333333,2.91775004166667,18.33566665,79.5,21.9916666666667,8.99166666666667,15.5083333333333,61.25
"1537","DC 6",10,2011,168.3379974,23.5289993,11.6280003,17.578001,3.875,20.4249992,24.1,11.4,17.7,131,0,122.636666966667,20.9304165083333,8.70291693333333,14.816167275,2.92116669166667,18.4430834833333,129.916666666667,21.8583333333333,9.16666666666667,15.5,52.0833333333333
"1538","DC 6",11,2011,170.878006,16.2029991,5.0650001,10.6330004,1.444,11.217,17,5.2,11.1,152,0,122.636666966667,20.9304165083333,8.70291693333333,14.816167275,2.92116669166667,18.4430834833333,129.916666666667,21.8583333333333,9.16666666666667,15.5,52.0833333333333
"1539","DC 6",12,2011,352.3009949,12.7559996,4.98,8.8670006,0.374,5.2329998,12.3,4.8,8.5,318,0,122.636666966667,20.9304165083333,8.70291693333333,14.816167275,2.92116669166667,18.4430834833333,129.916666666667,21.8583333333333,9.16666666666667,15.5,52.0833333333333
"1540","DC 6",1,2011,61.1430016,13.3269997,2.7630002,8.0440006,0.908,8.3120003,14.5,3.5,9,99,0,122.636666966667,20.9304165083333,8.70291693333333,14.816167275,2.92116669166667,18.4430834833333,129.916666666667,21.8583333333333,9.16666666666667,15.5,52.0833333333333
"1541","DC 6",2,2011,171.4880066,13.5509996,2.3720002,7.9610004,1.88,10.5970001,14,2.7,8.3,227,0,122.636666966667,20.9304165083333,8.70291693333333,14.816167275,2.92116669166667,18.4430834833333,129.916666666667,21.8583333333333,9.16666666666667,15.5,52.0833333333333
"1542","DC 6",3,2011,383.1629944,12.835,4.4530001,8.6440001,0.665,7.1609998,14.1,5.1,9.6,378,0,122.636666966667,20.9304165083333,8.70291693333333,14.816167275,2.92116669166667,18.4430834833333,129.916666666667,21.8583333333333,9.16666666666667,15.5,52.0833333333333
"1543","DC 6",4,2011,37.9710007,17.8120003,5.5740004,11.6930008,1.4170001,12.3629999,18.5,6.5,12.5,74,22,122.636666966667,20.9304165083333,8.70291693333333,14.816167275,2.92116669166667,18.4430834833333,129.916666666667,21.8583333333333,9.16666666666667,15.5,52.0833333333333
"1544","DC 6",5,2011,70.302002,20.0340004,7.2240005,13.6290007,2.1949999,15.9960003,21.2,8.1,14.7,94,33,122.636666966667,20.9304165083333,8.70291693333333,14.816167275,2.92116669166667,18.4430834833333,129.916666666667,21.8583333333333,9.16666666666667,15.5,52.0833333333333
"1545","DC 6",6,2011,52.368,25.4599991,12.0240002,18.7410011,2.9960001,22.3220005,26.9,12.8,19.9,71,84,122.636666966667,20.9304165083333,8.70291693333333,14.816167275,2.92116669166667,18.4430834833333,129.916666666667,21.8583333333333,9.16666666666667,15.5,52.0833333333333
"1546","DC 6",7,2011,0,31.007,15.7840004,23.3950005,4.9250002,32.4700012,32.8,16.9,24.8,0,188,122.636666966667,20.9304165083333,8.70291693333333,14.816167275,2.92116669166667,18.4430834833333,129.916666666667,21.8583333333333,9.16666666666667,15.5,52.0833333333333
"1547","DC 6",8,2011,0,32.6590004,16.2560005,24.4570007,6.8629999,38.0950012,33.8,16.5,25.1,1,176,122.636666966667,20.9304165083333,8.70291693333333,14.816167275,2.92116669166667,18.4430834833333,129.916666666667,21.8583333333333,9.16666666666667,15.5,52.0833333333333
"1548","DC 6",9,2011,3.688,31.9920006,16.3120003,24.1520004,7.5120001,37.1259995,33.1,16.5,24.8,14,122,122.636666966667,20.9304165083333,8.70291693333333,14.816167275,2.92116669166667,18.4430834833333,129.916666666667,21.8583333333333,9.16666666666667,15.5,52.0833333333333
"1549","DC 6",10,2012,78.7699966,23.1329994,10.6590004,16.8950005,2.5,17.5419998,24.4,10.6,17.5,145,0,73.796307425,22.4799164916667,9.02166701666667,15.7503341166667,3.953583275,21.7520837,93.25,23.6166666666667,9.575,16.5833333333333,67.6666666666667
"1550","DC 6",11,2012,41.6380005,15.7049999,5.0270004,10.3660002,1.216,9.9770002,16.4,4.8,10.6,98,0,73.796307425,22.4799164916667,9.02166701666667,15.7503341166667,3.953583275,21.7520837,93.25,23.6166666666667,9.575,16.5833333333333,67.6666666666667
"1551","DC 6",12,2012,3.717,14.8999996,2.276,8.5870008,2.3399999,12.1330004,15.5,3.1,9.3,25,12,73.796307425,22.4799164916667,9.02166701666667,15.7503341166667,3.953583275,21.7520837,93.25,23.6166666666667,9.575,16.5833333333333,67.6666666666667
"1552","DC 6",1,2012,153.3739929,15.5600004,3.4600003,9.5100002,2.0510001,11.8610001,16,3.7,9.8,194,0,73.796307425,22.4799164916667,9.02166701666667,15.7503341166667,3.953583275,21.7520837,93.25,23.6166666666667,9.575,16.5833333333333,67.6666666666667
"1553","DC 6",2,2012,57.8499985,15.4280005,3.4790001,9.4530001,1.517,11.1049995,16.2,3.9,10.1,107,0,73.796307425,22.4799164916667,9.02166701666667,15.7503341166667,3.953583275,21.7520837,93.25,23.6166666666667,9.575,16.5833333333333,67.6666666666667
"1554","DC 6",3,2012,356.2149963,13.7349997,4.4560003,9.0950003,1.153,8.2860003,14.9,5.3,10.1,339,0,73.796307425,22.4799164916667,9.02166701666667,15.7503341166667,3.953583275,21.7520837,93.25,23.6166666666667,9.575,16.5833333333333,67.6666666666667
"1555","DC 6",4,2012,176.7290039,18.5629997,6.7620001,12.6620007,1.619,13.1210003,20.1,7.7,13.9,158,0,73.796307425,22.4799164916667,9.02166701666667,15.7503341166667,3.953583275,21.7520837,93.25,23.6166666666667,9.575,16.5833333333333,67.6666666666667
"1556","DC 6",5,2012,6.0407,24.927,10.0970001,17.512001,3.4579999,23.3390007,26.5,11.3,18.9,17,137,73.796307425,22.4799164916667,9.02166701666667,15.7503341166667,3.953583275,21.7520837,93.25,23.6166666666667,9.575,16.5833333333333,67.6666666666667
"1557","DC 6",6,2012,10.6070004,28.3330002,12.3970003,20.3650017,4.8309999,30.5620003,29.8,13.5,21.6,29,145,73.796307425,22.4799164916667,9.02166701666667,15.7503341166667,3.953583275,21.7520837,93.25,23.6166666666667,9.575,16.5833333333333,67.6666666666667
"1558","DC 6",7,2012,0.615,32.4449997,15.9720011,24.2080021,7.2360001,38.4490013,34.1,16.7,25.4,2,196,73.796307425,22.4799164916667,9.02166701666667,15.7503341166667,3.953583275,21.7520837,93.25,23.6166666666667,9.575,16.5833333333333,67.6666666666667
"1559","DC 6",8,2012,0,35.0200005,17.927,26.4730015,10.6149998,47.1730003,36,18.1,27,3,185,73.796307425,22.4799164916667,9.02166701666667,15.7503341166667,3.953583275,21.7520837,93.25,23.6166666666667,9.575,16.5833333333333,67.6666666666667
"1560","DC 6",9,2012,0,32.0099983,15.7480011,23.8780003,8.9069996,37.4770012,33.5,16.2,24.8,2,137,73.796307425,22.4799164916667,9.02166701666667,15.7503341166667,3.953583275,21.7520837,93.25,23.6166666666667,9.575,16.5833333333333,67.6666666666667
"1561","DC 6",10,2013,42.6969986,24.1329994,11.0060005,17.5690002,4.1069999,21.3279991,25,10.9,17.9,73,9,75.7871073916667,22.6003333833333,9.47725020833333,16.0383342916667,3.65400003333333,21.14058335,80,23.725,9.89166666666667,16.7833333333333,67.9166666666667
"1562","DC 6",11,2013,241.3329926,17.1849995,7.4390001,12.3110008,1.237,10.2209997,18.5,7.4,13,244,0,75.7871073916667,22.6003333833333,9.47725020833333,16.0383342916667,3.65400003333333,21.14058335,80,23.725,9.89166666666667,16.7833333333333,67.9166666666667
"1563","DC 6",12,2013,380.7622986,11.5059996,3.0100002,7.2570004,0.381,5.302,11.6,3,7.3,314,0,75.7871073916667,22.6003333833333,9.47725020833333,16.0383342916667,3.65400003333333,21.14058335,80,23.725,9.89166666666667,16.7833333333333,67.9166666666667
"1564","DC 6",1,2013,26.9220009,13.026,1.649,7.3370004,1.152,8.8990002,14.1,1.7,7.9,51,0,75.7871073916667,22.6003333833333,9.47725020833333,16.0383342916667,3.65400003333333,21.14058335,80,23.725,9.89166666666667,16.7833333333333,67.9166666666667
"1565","DC 6",2,2013,18.9869995,15.5979996,2.5150001,9.0560007,1.655,11.6569996,16.7,3,9.8,48,4,75.7871073916667,22.6003333833333,9.47725020833333,16.0383342916667,3.65400003333333,21.14058335,80,23.725,9.89166666666667,16.7833333333333,67.9166666666667
"1566","DC 6",3,2013,75.8219986,18.9489994,6.2550001,12.6010008,1.735,13.9879999,20.2,6.9,13.5,82,4,75.7871073916667,22.6003333833333,9.47725020833333,16.0383342916667,3.65400003333333,21.14058335,80,23.725,9.89166666666667,16.7833333333333,67.9166666666667
"1567","DC 6",4,2013,34.8390007,22.066,8.3540001,15.210001,2.836,18.8279991,23.4,9.3,16.3,51,67,75.7871073916667,22.6003333833333,9.47725020833333,16.0383342916667,3.65400003333333,21.14058335,80,23.725,9.89166666666667,16.7833333333333,67.9166666666667
"1568","DC 6",5,2013,18.9950008,24.9029999,11.0170002,17.960001,3.678,22.8549995,26.2,11.7,18.9,23,128,75.7871073916667,22.6003333833333,9.47725020833333,16.0383342916667,3.65400003333333,21.14058335,80,23.725,9.89166666666667,16.7833333333333,67.9166666666667
