"","Site_code","vpdmin_pM","Month","Day","vpdmax_pM","Year","tmax_pM","Date","tmin_pM","tavg_pM","ppt_pM"
"8722","DC 6",5.0900002,10,"1",24.9629993,2015,26.2740002,2015-10-01,13.1230001,19.6980019,11.8470001
"8723","DC 6",1.432,11,"1",10.7510004,2015,15.7910004,2015-11-01,4.099,9.9440002,101.5800018
"8724","DC 6",0.525,12,"1",5.8779998,2015,11.3920002,2015-12-01,2.5179999,6.9540005,230.470993
"8725","DC 6",3.7470002,1,"1",21.1060009,2016,22.6650009,2016-01-01,9.8030005,16.2340012,314.1090088
"8726","DC 6",1.964,2,"1",13.8000002,2016,18.3390007,2016-02-01,5.8860002,12.1120005,50.7649994
"8727","DC 6",0.981,3,"1",9.9689999,2016,16.7000008,2016-03-01,6.3540001,11.5270004,341.2690125
"8728","DC 6",2.0369999,4,"1",16.0170002,2016,21.3740005,2016-04-01,8.2939997,14.8330011,45.4160004
"8729","DC 6",2.6229999,5,"1",19.9820004,2016,23.8770008,2016-05-01,10.7810001,17.3290005,30.3829994
"8730","DC 6",6.1430001,6,"1",35.8059998,2016,30.9200001,2016-06-01,14.8030005,22.861002,0.682
"8731","DC 6",9.8999996,7,"1",42.9189987,2016,33.6040001,2016-07-01,16.5820007,25.0930004,0
"8732","DC 6",9.2620001,8,"1",41.4090004,2016,33.3230019,2016-08-01,16.5919991,24.9570007,0
"8733","DC 6",7.3299999,9,"1",34.1290016,2016,30.0020008,2016-09-01,14.0120001,22.0070019,0
"8734","DC 6",2.546,10,"1",16.184,2016,21.3579998,2016-10-01,10.309,15.8330011,219.3379974
"8735","DC 6",1.159,11,"1",11.0979996,2016,17.566,2016-11-01,6.9569998,12.2610006,134.9850006
"8736","DC 6",0.567,12,"1",6.52,2016,12.4499998,2016-12-01,2.5109999,7.4800005,238.8950043
"8737","DC 6",3.9945998,1,"1",24.0207996,2021,23.3106995,2021-01-01,9.7328997,16.5216999,134.377594
"8738","DC 6",1.4627999,2,"1",10.8332996,2021,15.4738998,2021-02-01,3.7336998,9.6036997,74.9768982
"8739","DC 6",1.7558999,3,"1",12.2319994,2021,15.9871998,2021-03-01,3.7625999,9.8747997,98.7099991
"8740","DC 6",2.632,4,"1",20.7936993,2021,22.6644993,2021-04-01,7.1178999,14.8910999,7.9291
"8741","DC 6",3.7932999,5,"1",28.0452995,2021,26.8512001,2021-05-01,10.6321993,18.7416,1.6052999
"8742","DC 6",6.2273998,6,"1",40.967598,2021,32.5793991,2021-06-01,15.6337996,24.1064987,0
"8743","DC 6",9.9531994,7,"1",50.5298996,2021,36.0814972,2021-07-01,19.1539001,27.6175995,0
"8744","DC 6",8.6885996,8,"1",43.3550987,2021,33.9595985,2021-08-01,17.6357002,25.7975998,0
"8745","DC 6",6.8904996,9,"1",39.2793999,2021,31.8416996,2021-09-01,15.3469,23.5942001,14.2659998
"8746","DC 6",3.2723,10,"1",17.0935001,2021,21.3892994,2021-10-01,9.6915998,15.5403996,309.2180786
"8747","DC 6",1.2111,11,"1",10.6573,2021,18.0100994,2021-11-01,7.1002998,12.5550995,52.085598
"8748","DC 6",0.6655006,12,"1",5.8966999,2021,11.1082001,2021-12-01,3.1478999,7.1279998,335.5529785
"8749","DC 6",4.8958001,1,"1",24.5137997,2022,23.5774994,2022-01-01,9.8395996,16.7084999,27.5252991
"8750","DC 6",2.8852003,2,"1",16.1464005,2022,18.0956001,2022-02-01,3.5060999,10.8007994,1.553
"8751","DC 6",2.2737997,3,"1",16.224699,2022,19.882,2022-03-01,6.4006996,13.1412992,36.4937973
"8752","DC 6",2.0047002,4,"1",16.469799,2022,19.5814991,2022-04-01,6.5752997,13.0782995,134.1499939
"8753","DC 6",4.0964999,5,"1",23.7803993,2022,24.0481987,2022-05-01,9.4289999,16.7384987,5.1036997
"8754","DC 6",7.2005997,6,"1",34.6641998,2022,29.921299,2022-06-01,15.0118999,22.4664993,23.6147003
"8755","DC 6",9.9067011,7,"1",44.1329002,2022,33.9589005,2022-07-01,17.8079987,25.8834,0
"8756","DC 6",10.2645988,8,"1",44.8111992,2022,34.6282005,2022-08-01,18.8034992,26.7157993,0
"8757","DC 6",9.1288996,9,"1",39.6213989,2022,31.8500996,2022-09-01,17.1914997,24.5206985,33.1693001
"8758","DC 6",6.5584998,10,"1",28.9654999,2022,27.3962994,2022-10-01,12.5118999,19.9539986,0
"8759","DC 6",2.2088001,11,"1",11.9954996,2022,15.7782993,2022-11-01,3.9441998,9.8611994,101.4182968
"8760","DC 6",0.5593,12,"1",5.5608997,2022,11.6365995,2022-12-01,3.2919998,7.4642,384.2043762
"9997","DC 8",3.085,1,"1",20.0930004,2003,22.901001,2003-01-01,10.1210003,16.5110016,82.7269974
"9998","DC 8",1.0140001,2,"1",8.5900002,2003,15.3299999,2003-02-01,4.4439998,9.8860006,51.6580009
"9999","DC 8",1.125,3,"1",10.9300003,2003,18.0259991,2003-03-01,6.2340002,12.1290007,89.0439987
"10000","DC 8",0.861,4,"1",8.8780003,2003,16.0370007,2003-04-01,6.086,11.0610008,139.0870056
"10001","DC 8",1.527,5,"1",18.684,2003,24.1210003,2003-05-01,9.8039999,16.9619999,52.2770004
"10002","DC 8",3.5409999,6,"1",31.3829994,2003,31.0380001,2003-06-01,14.1230001,22.5800018,0
"10003","DC 8",9.5240002,7,"1",45.6870003,2003,35.6619987,2003-07-01,19.2099991,27.4350014,0
"10004","DC 8",4.7420001,8,"1",33.7480011,2003,31.7460003,2003-08-01,16.4179993,24.0810013,40.3289986
"10005","DC 8",6.6069999,9,"1",35.2879982,2003,31.6919994,2003-09-01,15.5760002,23.6340008,0
"10006","DC 8",6.54,10,"1",28.8589993,2003,28.1019993,2003-10-01,12.7030001,20.4020004,1.336
"10007","DC 8",0.806,11,"1",7.908,2003,14.9969997,2003-11-01,5.1760001,10.0860004,102.9380035
"10008","DC 8",0.439,12,"1",5.6230001,2003,13.0860004,2003-12-01,5.3530002,9.2190008,225.9790039
"10009","DC 8",3.4030001,1,"1",20.7720013,2004,22.979002,2004-01-01,10.026,16.5020008,90.2679977
"10010","DC 8",0.8,2,"1",NA,2004,14.0080004,2004-02-01,5.072,9.5400009,181.5160065
"10011","DC 8",2.4590001,3,"1",NA,2004,22.0610008,2004-03-01,8.9309998,15.4950008,35.7210007
"10012","DC 8",3.0179999,4,"1",NA,2004,22.5690002,2004-04-01,9.0279999,15.7980003,9.559
"10013","DC 8",2.4579999,5,"1",NA,2004,25.5669994,2004-05-01,10.4849997,18.0250015,5.9970002
"10014","DC 8",3.9909999,6,"1",NA,2004,30.7089996,2004-06-01,13.9820004,22.3450012,0
"10015","DC 8",6.599,7,"1",NA,2004,33.2260017,2004-07-01,16.9909992,25.1080017,0
"10016","DC 8",6.98,8,"1",NA,2004,32.8300018,2004-08-01,16.3670006,24.5980015,0
"10017","DC 8",8.6709995,9,"1",NA,2004,30.3719997,2004-09-01,14.802,22.5870018,7.3429999
"10018","DC 8",3.8399999,10,"1",NA,2004,22.7360001,2004-10-01,11.2700005,17.0030003,107.5479965
"10019","DC 8",0.879,11,"1",NA,2004,16.1860008,2004-11-01,5.6469998,10.9160004,78.887001
"10020","DC 8",0.701,12,"1",NA,2004,13.7250004,2004-12-01,4.0380001,8.8810005,166.8639984
"10021","DC 8",2.6810002,1,"1",19.1290016,2005,22.526001,2005-01-01,10.1580009,16.3410015,136.5059967
"10022","DC 8",0.878,2,"1",7.8649998,2005,16.0839996,2005-02-01,6.7449999,11.4140005,73.3180008
"10023","DC 8",1.273,3,"1",11.8649998,2005,18.5990009,2005-03-01,7.434,13.0160007,167.8209991
"10024","DC 8",1.176,4,"1",12.6190004,2005,19.1350002,2005-04-01,6.7690001,12.9520006,36.5970001
"10025","DC 8",1.223,5,"1",16.0760002,2005,23.1720009,2005-05-01,11.0570002,17.1140003,97.0329971
"10026","DC 8",1.619,6,"1",23.7560005,2005,26.5429993,2005-06-01,11.7910004,19.1660004,25.6760006
"10027","DC 8",6.4580002,7,"1",42.4199982,2005,35.5909996,2005-07-01,19.0230007,27.3070011,0
"10028","DC 8",8.5450001,8,"1",43.0180016,2005,34.5870018,2005-08-01,17.9389992,26.262001,0
"10029","DC 8",4.8660002,9,"1",29.7959995,2005,28.7549992,2005-09-01,12.9239998,20.8380013,4.9689999
"10030","DC 8",3.79,10,"1",20.0529995,2005,24.1089993,2005-10-01,11.2930002,17.7000008,24.2590008
"10031","DC 8",1.669,11,"1",12.6289997,2005,18.9960003,2005-11-01,7.6830001,13.3390007,72.2080002
"10032","DC 8",0.356,12,"1",5.3769999,2005,13.5970001,2005-12-01,5.4720001,9.5340004,372.9679871
"10033","DC 8",3.2770002,1,"1",20.5310001,2006,22.6010017,2006-01-01,9.9680004,16.2840004,160.3690033
"10034","DC 8",1.146,2,"1",11.3809996,2006,16.5629997,2006-02-01,4.4980001,10.5300007,90.7919998
"10035","DC 8",0.594,3,"1",6.9840002,2006,12.8369999,2006-03-01,4.152,8.493,253.2539978
"10036","DC 8",0.748,4,"1",9.5310001,2006,17.743,2006-04-01,8.2159996,12.979001,179.4360046
"10037","DC 8",2.082,5,"1",23.8780003,2006,26.6019993,2006-05-01,11.6520004,19.1260014,19.2000008
"10038","DC 8",4.5089998,6,"1",34.1899986,2006,31.6480007,2006-06-01,15.552,23.6000004,0
"10039","DC 8",10.0629997,7,"1",46.5270004,2006,35.7680016,2006-07-01,19.6280003,27.6980019,0
"10040","DC 8",6.3540001,8,"1",36.8880005,2006,32.2840004,2006-08-01,15.6160002,23.9500008,0
"10041","DC 8",7.8740001,9,"1",34.0169983,2006,30.4150009,2006-09-01,14.5,22.4570007,0
"10042","DC 8",4.0799999,10,"1",20.8129997,2006,23.6399994,2006-10-01,9.7229996,16.6800003,3.9089999
"10043","DC 8",0.59,11,"1",7.796,2006,16.4200001,2006-11-01,6.8559999,11.6370001,81.4700012
"10044","DC 8",0.898,12,"1",7.7839999,2006,13.3520002,2006-12-01,3.849,8.6000004,133.3809967
"10045","DC 8",3.1260002,1,"1",21.1880016,2007,22.9880009,2007-01-01,9.3770008,16.1820011,6.7020001
"10046","DC 8",0.903,2,"1",8.0810003,2007,14.7069998,2007-02-01,5.4320002,10.0690002,216.9519958
"10047","DC 8",1.789,3,"1",15.0889997,2007,20.7029991,2007-03-01,7.5580001,14.1300011,20.5979996
"10048","DC 8",1.835,4,"1",16.1650009,2007,21.1949997,2007-04-01,7.651,14.4230003,66.302002
"10049","DC 8",3.029,5,"1",25.8180008,2007,26.7609997,2007-05-01,10.809,18.7850018,20.2919998
"10050","DC 8",4.2659998,6,"1",34.0519981,2007,30.4799995,2007-06-01,13.4540005,21.967001,1.205
"10051","DC 8",6.2540002,7,"1",39.5279999,2007,33.368,2007-07-01,16.5400009,24.9540005,0
"10052","DC 8",8.2049999,8,"1",40.7029991,2007,33.4179993,2007-08-01,16.7010002,25.0590019,0
"10053","DC 8",4.6669998,9,"1",27.6329994,2007,27.7819996,2007-09-01,13.401,20.5910015,17.309
"10054","DC 8",2.477,10,"1",16.1949997,2007,21.809,2007-10-01,10.2469997,16.0270004,57.6940002
"10055","DC 8",2.0280001,11,"1",14.3459997,2007,20.0720005,2007-11-01,7.3429999,13.7070007,32.8419991
"10056","DC 8",0.693,12,"1",6.494,2007,11.724,2007-12-01,2.6070001,7.1650004,158.022995
"10057","DC 8",4.04,1,"1",22.5150013,2008,23.1610012,2008-01-01,9.6270008,16.3930016,236.1199951
"10058","DC 8",1.14,2,"1",9.1479998,2008,14.6590004,2008-02-01,4.2740002,9.4660006,105.2649994
"10059","DC 8",1.819,3,"1",13.9169998,2008,18.6669998,2008-03-01,5.822,12.2440004,13.698
"10060","DC 8",2.677,4,"1",19.1210003,2008,21.1369991,2008-04-01,5.8150001,13.4750004,6.4089999
"10061","DC 8",4.211,5,"1",24.9710007,2008,26.0160007,2008-05-01,11.2309999,18.6230011,2.596
"10062","DC 8",6.1430001,6,"1",35.3989983,2008,30.9680004,2008-06-01,13.915,22.4410019,0
"10063","DC 8",6.9190001,7,"1",40.3310013,2008,33.8359985,2008-07-01,16.9360008,25.3850021,0
"10064","DC 8",8.8830004,8,"1",42.4840012,2008,34.3359985,2008-08-01,17.5820007,25.9580021,0
"10065","DC 8",9.0679998,9,"1",37.4490013,2008,31.4780006,2008-09-01,15.1049995,23.2910004,0
"10066","DC 8",5.6389999,10,"1",25.1469994,2008,25.7409992,2008-10-01,11.618,18.6790009,41.5369987
"10067","DC 8",1.086,11,"1",10.6359997,2008,18.7600002,2008-11-01,8.4519997,13.6050005,70.6579971
"10068","DC 8",0.336,12,"1",5.6490002,2008,11.2399998,2008-12-01,1.975,6.6070004,108.4489975
"10069","DC 8",3.5120001,1,"1",21.1100006,2009,22.7560005,2009-01-01,9.6920004,16.2240009,55.9000015
"10070","DC 8",1.03,2,"1",8.2930002,2009,14.2049999,2009-02-01,5.2589998,9.7310009,170.3800049
"10071","DC 8",1.603,3,"1",11.8610001,2009,17.1669998,2009-03-01,5.4759998,11.3210001,105.8580017
"10072","DC 8",2.777,4,"1",18.1310005,2009,20.9029999,2009-04-01,6.8039999,13.8530006,9.2349997
"10073","DC 8",2.7460001,5,"1",24.3799992,2009,26.8910007,2009-05-01,12.2480001,19.5690002,71.314003
"10074","DC 8",3.1289999,6,"1",27.507,2009,28.3309994,2009-06-01,13.2700005,20.8000011,19.7479992
"10075","DC 8",8.0799999,7,"1",43.0499992,2009,34.368,2009-07-01,17.1310005,25.7490005,0
"10076","DC 8",7.2360001,8,"1",38.5060005,2009,32.7639999,2009-08-01,16.6620007,24.7130013,0
"10077","DC 8",9.085,9,"1",37.3100014,2009,31.8220005,2009-09-01,16.6130009,24.217001,3.3770001
"10078","DC 8",3.243,10,"1",16.6630001,2009,22.0529995,2009-10-01,10.0579996,16.0540009,62.2739983
"10079","DC 8",1.265,11,"1",11.6219997,2009,17.7819996,2009-11-01,6.2969999,12.0390005,43.7779999
"10080","DC 8",0.627,12,"1",5.8800001,2009,11.7919998,2009-12-01,2.842,7.3170004,104.6989975
"10081","DC 8",2.7400002,1,"1",18.3780003,2010,21.7140007,2010-01-01,9.8640003,15.7880011,212.0639954
"10082","DC 8",0.598,2,"1",6.7789998,2010,14.8879995,2010-02-01,6.4039998,10.6450005,84.7490005
"10083","DC 8",1.308,3,"1",11.4610004,2010,17.1620007,2010-03-01,5.6950002,11.4280005,75.2050018
"10084","DC 8",0.941,4,"1",10.5439997,2010,16.7649994,2010-04-01,6.177,11.4700003,179.5160065
"10085","DC 8",1.697,5,"1",16.1809998,2010,20.9920006,2010-05-01,7.9770002,14.4840012,51.2490005
"10086","DC 8",3.2850001,6,"1",27.566,2010,28.8530006,2010-06-01,14.085,21.4690018,0.175
"10087","DC 8",5.0970001,7,"1",38.1959991,2010,33.5470009,2010-07-01,16.4529991,24.9990005,0
"10088","DC 8",6.1799998,8,"1",36.3969994,2010,31.8299999,2010-08-01,15.401,23.6150017,0.167
"10089","DC 8",7.3010001,9,"1",32.9150009,2010,30.2269993,2010-09-01,14.9949999,22.6100006,0
"10090","DC 8",4.0170002,10,"1",19.7150002,2010,23.9190006,2010-10-01,12.7370005,18.328001,125.836998
"10091","DC 8",1.376,11,"1",10.5,2010,16.6809998,2010-11-01,6.54,11.6100006,137.9790039
"10092","DC 8",0.352,12,"1",4.9530001,2010,13.3509998,2010-12-01,6.3870001,9.868,303.723999
"10093","DC 8",2.618,1,"1",18.5010014,2011,21.7130013,2011-01-01,9.2490005,15.4810009,51.8660011
"10094","DC 8",1.5470001,2,"1",10.0970001,2011,14.3140001,2011-02-01,3.411,8.8620005,166.8410034
"10095","DC 8",0.746,3,"1",7.618,2011,14.3730001,2011-03-01,6.289,10.3310003,306.7260132
"10096","DC 8",1.3049999,4,"1",12.9370003,2011,19.0680008,2011-04-01,6.6900001,12.8790007,29.2950001
"10097","DC 8",1.993,5,"1",16.9239998,2011,21.3899994,2011-05-01,8.4320002,14.9100008,57.7579994
"10098","DC 8",2.4760001,6,"1",23.8080006,2011,26.7329998,2011-06-01,12.9139996,19.8230019,44.862999
"10099","DC 8",4.8429999,7,"1",33.5880013,2011,31.8939991,2011-07-01,16.5440006,24.2180004,0
"10100","DC 8",5.4569998,8,"1",37.0130005,2011,33.0169983,2011-08-01,16.566,24.7900009,0
"10101","DC 8",7.2610002,9,"1",36.4269981,2011,32.3800011,2011-09-01,17.0060005,24.6930008,27.1720009
"10102","DC 8",2.6359999,10,"1",17.2420006,2011,23.7549992,2011-10-01,12.0410004,17.8970013,58.9070015
"10103","DC 8",0.941,11,"1",9.125,2011,16.0109997,2011-11-01,5.7069998,10.8580008,33.5040016
"10104","DC 8",1.923,12,"1",11.2510004,2011,14.9320002,2011-12-01,2.3970001,8.6640005,3.3469999
"10105","DC 8",3.5790002,1,"1",21.1230011,2012,22.927002,2012-01-01,10.0900002,16.5080013,113.2330017
"10106","DC 8",1.47,2,"1",10.8500004,2012,15.9849997,2012-02-01,4.5149999,10.2490005,46.6860008
"10107","DC 8",1.21,3,"1",8.7770004,2012,15.0010004,2012-03-01,5.724,10.3620005,277.1749878
"10108","DC 8",1.3890001,4,"1",12.7930002,2012,19.2660007,2012-04-01,7.7010002,13.4830008,128.7380066
"10109","DC 8",2.9200001,5,"1",23.4309998,2012,25.8649998,2012-05-01,10.8210001,18.342001,1.4963
"10110","DC 8",4.316,6,"1",31.9249992,2012,29.4549999,2012-06-01,13.0340004,21.2440014,5.9840002
"10111","DC 8",6.5300002,7,"1",38.5390015,2012,32.9280014,2012-07-01,16.4309998,24.6790009,0.212
"10112","DC 8",9.849,8,"1",45.6469994,2012,35.0660019,2012-08-01,18.4249992,26.7450008,0
"10113","DC 8",8.1379995,9,"1",35.993,2012,32.0349998,2012-09-01,15.9700003,24.0020008,0
"10114","DC 8",4.0450001,10,"1",20.4750004,2012,24.5319996,2012-10-01,12.0369997,18.2830009,56.3380013
"10115","DC 8",0.962,11,"1",9.21,2012,17.493,2012-11-01,8.4259996,12.9590006,239.4880066
"10116","DC 8",0.354,12,"1",5.2379999,2012,12.0030003,2012-12-01,3.8099999,7.9060001,329.9217834
"10117","DC 8",3.5930002,1,"1",22.3300018,2013,23.597002,2013-01-01,9.8040009,16.7000008,17.9400005
"10118","DC 8",1.568,2,"1",11.2659998,2013,16.1200008,2013-02-01,3.6530001,9.8860006,18.5690002
"10119","DC 8",1.6619999,3,"1",13.9989996,2013,19.6949997,2013-03-01,7.2329998,13.4630003,71.4749985
"10120","DC 8",2.5150001,4,"1",19.7880001,2013,23.1940002,2013-04-01,9.2049999,16.1990013,30.6280003
"10121","DC 8",3.602,5,"1",24.2779999,2013,26.1159992,2013-05-01,11.9390001,19.0270004,11.8120003
"10122","DC 8",4.0409999,6,"1",32.1119995,2013,30.448,2013-06-01,14.8719997,22.6590004,29.0779991
"10123","DC 8",8.0389996,7,"1",43.8269997,2013,34.9690018,2013-07-01,18.2299995,26.5990009,0
"10124","DC 8",6.4159999,8,"1",36.2859993,2013,32.1539993,2013-08-01,16.2940006,24.2230015,0
"10125","DC 8",4.9239998,9,"1",28.4699993,2013,28.5900002,2013-09-01,14.802,21.6960011,20.8349991
"10126","DC 8",5.0630002,10,"1",23.2980003,2013,24.5049992,2013-10-01,10.3400002,17.4220009,3.3399999
"10127","DC 8",2.6659999,11,"1",15.5010004,2013,19.7399998,2013-11-01,6.9229999,13.3310003,38.8549995
"10128","DC 8",1.762,12,"1",11.1829996,2013,14.7060003,2013-12-01,1.987,8.3460007,6.5970001
"10129","DC 8",3.9140003,1,"1",22.5080013,2014,24.2580013,2014-01-01,11.5570002,17.9070015,26.4599991
"10130","DC 8",1.285,2,"1",9.4530001,2014,16.2350006,2014-02-01,6.9050002,11.5700006,236.7839966
"10131","DC 8",2.0999999,3,"1",13.5270004,2014,19.2950001,2014-03-01,8.4289999,13.861001,175.3209991
"10132","DC 8",2.01,4,"1",17.4020004,2014,21.9039993,2014-04-01,8.9569998,15.4290009,33.5999985
"10133","DC 8",4.3579998,5,"1",27.3759995,2014,27.0820007,2014-05-01,12.3690004,19.7250004,2.286
"10134","DC 8",5.7659998,6,"1",36.9119987,2014,31.5480003,2014-06-01,14.691,23.1190014,0
"10135","DC 8",8.2910004,7,"1",42.4980011,2014,34.6150017,2014-07-01,18.7299995,26.6720009,0
"10136","DC 8",6.1810002,8,"1",35.0810013,2014,32.3390007,2014-08-01,17.5489998,24.9430008,2.651
"10137","DC 8",6.8730001,9,"1",33.2070007,2014,30.7369995,2014-09-01,16.0779991,23.4070015,14.7580004
"10138","DC 8",5.2620001,10,"1",23.9619999,2014,26.1280003,2014-10-01,13.1219997,19.6240005,38.012001
"10139","DC 8",1.169,11,"1",9.7810001,2014,18.0249996,2014-11-01,8.2299995,13.1260004,100.6539993
"10140","DC 8",0.432,12,"1",5.6170001,2014,14.3970003,2014-12-01,7.4860001,10.9410009,284.0950012
"10141","DC 8",3.8340001,1,"1",22.1190014,2015,24.0210018,2015-01-01,11.0120001,17.5160007,1.026
"10142","DC 8",1.522,2,"1",11.4189997,2015,18.8570004,2015-02-01,8.0179996,13.4370003,79.6669998
"10143","DC 8",2.266,3,"1",16.427,2015,21.9549999,2015-03-01,9.0769997,15.5150003,10.6789999
"10144","DC 8",2.2490001,4,"1",18.7129993,2015,22.1739998,2015-04-01,8.1020002,15.1380005,79.0070038
"10145","DC 8",1.983,5,"1",21.434,2015,24.9349995,2015-05-01,10.6269999,17.7800007,4.4260001
"10146","DC 8",5.8319998,6,"1",37.7389984,2015,32.7130013,2015-06-01,16.1219997,24.4170017,1.675
"10147","DC 8",7.2210002,7,"1",37.7330017,2015,33.0849991,2015-07-01,18.0349998,25.5590019,0.661
"10148","DC 8",7.4289999,8,"1",37.0099983,2015,32.6570015,2015-08-01,17.1280003,24.8920021,0
"10149","DC 8",9.3540001,9,"1",35.723999,2015,30.8110008,2015-09-01,16.4389992,23.6240005,2.8269999
"10150","DC 8",5.5929999,10,"1",24.9839993,2015,27.0189991,2015-10-01,14.4860001,20.7520008,8.7819996
"10151","DC 8",1.337,11,"1",10.1429996,2015,16.2280006,2015-11-01,5.388,10.8080006,92.1429977
"10152","DC 8",0.573,12,"1",5.8150001,2015,12.1199999,2015-12-01,3.7969999,7.9580002,172.3309937
"10153","DC 8",3.5060003,1,"1",20.6040001,2016,23.2200012,2016-01-01,10.9370003,17.078001,261.57901
"10154","DC 8",1.526,2,"1",12.0290003,2016,18.4419994,2016-02-01,7.0780001,12.7590008,46.9350014
"10155","DC 8",1.0549999,3,"1",10.0679998,2016,17.7779999,2016-03-01,7.9689999,12.8730001,291.9140015
"10156","DC 8",1.927,4,"1",16.4470005,2016,22.302,2016-04-01,9.3629999,15.8320007,35.7369995
"10157","DC 8",2.7130001,5,"1",21.257,2016,25.2199993,2016-05-01,12.2589998,18.7380009,18.7019997
"10158","DC 8",5.9679999,6,"1",36.387001,2016,31.7450008,2016-06-01,15.9519997,23.8480015,0.154
"10159","DC 8",8.9949999,7,"1",42.5200005,2016,33.9980011,2016-07-01,17.3649998,25.6810017,0
"10160","DC 8",7.6069999,8,"1",38.6590004,2016,33.2980003,2016-08-01,16.8269997,25.0620003,0
"10161","DC 8",7.5430002,9,"1",33.1660004,2016,30.2880001,2016-09-01,15.0889997,22.6880016,0
"10162","DC 8",2.9679999,10,"1",16.2210007,2016,22.2059994,2016-10-01,11.8909998,17.0470009,174.8600006
"10163","DC 8",0.937,11,"1",9.6619997,2016,17.7789993,2016-11-01,8.2559996,13.0160007,103.9820023
"10164","DC 8",0.378,12,"1",5.5890002,2016,12.4060001,2016-12-01,3.2609999,7.8330002,184.1210022
"10165","DC 8",4.1441998,1,"1",23.4153996,2021,23.5228996,2021-01-01,10.4656,16.9941998,113.2987976
"10166","DC 8",1.584,2,"1",10.8091993,2021,16.0615997,2021-02-01,4.9031997,10.4822998,62.2378998
"10167","DC 8",2.029,3,"1",12.6945,2021,16.8365993,2021-03-01,5.0103998,10.9233999,87.1716995
"10168","DC 8",2.8494,4,"1",20.9277,2021,23.0734997,2021-04-01,7.9819999,15.5276995,7.3862996
"10169","DC 8",4.0479999,5,"1",29.3340988,2021,27.7416,2021-05-01,11.2369995,19.4891987,1.8469
"10170","DC 8",6.6148,6,"1",39.8449974,2021,32.5461998,2021-06-01,15.9260998,24.2360992,0
"10171","DC 8",9.5467997,7,"1",48.3246002,2021,35.8233986,2021-07-01,18.796999,27.3100986,0
"10172","DC 8",8.8655996,8,"1",41.3140984,2021,33.6399994,2021-08-01,17.9417992,25.7908001,0
"10173","DC 8",7.3021998,9,"1",37.8499985,2021,31.723299,2021-09-01,15.8577995,23.7904987,10.6006994
"10174","DC 8",3.9991,10,"1",18.1252995,2021,22.0649986,2021-10-01,11.0205002,16.5426998,261.2306824
"10175","DC 8",0.9302,11,"1",8.6812,2021,17.5265999,2021-11-01,7.8681998,12.6973,41.6287994
"10176","DC 8",0.5854999,12,"1",4.6648998,2021,11.0176001,2021-12-01,4.1637001,7.5906,271.6809082
"10177","DC 8",4.8863997,1,"1",24.2293987,2022,23.8885002,2022-01-01,10.6229,17.2556,19.1616001
"10178","DC 8",2.6811006,2,"1",15.2340994,2022,18.2502995,2022-02-01,4.3649001,11.3074999,0.0208
"10179","DC 8",2.6107996,3,"1",16.6247997,2022,20.6152992,2022-03-01,7.7505999,14.1828995,37.603199
"10180","DC 8",2.3332005,4,"1",17.8453999,2022,20.6850986,2022-04-01,7.6409998,14.1630001,86.3696976
"10181","DC 8",4.4849997,5,"1",25.7391987,2022,25.3445988,2022-05-01,10.4699001,17.9071999,3.1162999
"10182","DC 8",7.8448009,6,"1",36.9296989,2022,30.9771996,2022-06-01,16.1714001,23.5741997,21.4813004
"10183","DC 8",9.0851002,7,"1",43.6931992,2022,34.0837975,2022-07-01,17.8225994,25.9531002,0
"10184","DC 8",9.7838993,8,"1",43.2896996,2022,34.4500008,2022-08-01,18.9130993,26.6814995,0
"10185","DC 8",9.7826986,9,"1",37.5834999,2022,31.6763,2022-09-01,18.1261997,24.9011993,27.4972992
"10186","DC 8",6.0619998,10,"1",26.8949986,2022,27.1870995,2022-10-01,12.8710995,20.0289993,0
"10187","DC 8",2.0793996,11,"1",11.6042995,2022,16.0942001,2022-11-01,5.0398998,10.5669994,83.4389954
